num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_fall,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
9,1,Enero,Jueves,15,Chimaltenango,Rural,Hombre,24,30-34,Mayor,Automovil,Blanco,1995,Colisión
740,14,Octubre,Miércoles,15,Suchitepéquez,Rural,Hombre,26,35-39,Mayor,Automovil,Negro,1995,Colisión
286,18,Abril,Sábado,15,Chiquimula,Rural,Mujer,48,45-49,Mayor,Pick up,Ignorado,2000,Volco
287,18,Abril,Sábado,15,Chiquimula,Rural,Hombre,30,35-39,Mayor,Pick up,Ignorado,2000,Volco
131,22,Febrero,Domingo,15,Jutiapa,Rural,Hombre,30,35-39,Mayor,Pick up,Blanco,2003,Colisión
484,11,Julio,Sábado,15,El Progreso,Rural,Hombre,24,30-34,Mayor,Motocicleta,Negro,2006,Colisión
498,20,Julio,Lunes,15,Sololá,Rural,Hombre,54,45-49,Mayor,Motocicleta,Rojo,2007,Colisión
394,5,Junio,Viernes,15,Petén,Rural,Hombre,20,30-34,Mayor,Pick up,Verde,2007,Volco
455,29,Junio,Lunes,15,Quetzaltenango,Rural,Hombre,20,30-34,Mayor,Motocicleta,Rojo,2008,Colisión
882,30,Diciembre,Miércoles,15,Zacapa,Rural,Hombre,37,40-44,Mayor,Automovil,Blanco,2008,Colisión
883,30,Diciembre,Miércoles,15,Zacapa,Rural,Mujer,45,45-49,Mayor,Automovil,Blanco,2008,Colisión
348,11,Mayo,Lunes,15,Sacatepéquez,Rural,Hombre,34,35-39,Mayor,Pick up,Rojo,IGNORADO,Colisión
518,31,Julio,Viernes,15,Guatemala,Urbano,Hombre,25,35-39,Mayor,Automovil,Rojo,IGNORADO,Colisión
552,11,Agosto,Martes,15,Petén,Rural,Hombre,40,40-44,Mayor,Pick up,Rojo,IGNORADO,Volco
629,11,Agosto,Martes,15,Petén,Rural,Hombre,40,40-44,Mayor,Pick up,Rojo,IGNORADO,Volco
81,6,Febrero,Viernes,15,El Progreso,Rural,Hombre,55,50-54,Mayor,Cabezal,Blanco,IGNORADO,Embarranco
507,26,Julio,Domingo,15,Sololá,Rural,Hombre,26,35-39,Mayor,Pick up,Blanco,IGNORADO,Colisión
516,31,Julio,Viernes,15,Quiché,Rural,Hombre,20,30-34,Mayor,Camión,Blanco,IGNORADO,Empotro
536,3,Agosto,Lunes,15,Huehutenango,Rural,Mujer,35,40-44,Mayor,Microbus,Blanco,IGNORADO,Colisión
589,3,Agosto,Lunes,15,Huehutenango,Rural,Mujer,35,40-44,Mayor,Microbus,Blanco,IGNORADO,Colisión
613,3,Agosto,Lunes,15,Huehutenango,Rural,Mujer,35,40-44,Mayor,Microbus,Blanco,IGNORADO,Colisión
653,23,Agosto,Domingo,15,San Marcos,Rural,Hombre,14,20-24,Menor,Pick up,Blanco,IGNORADO,Volco
725,4,Octubre,Domingo,15,Alta Verapaz,Rural,Hombre,59,50-54,Mayor,Camión,Blanco,IGNORADO,Embarranco
836,14,Diciembre,Lunes,15,Quetzaltenango,Rural,Hombre,52,45-49,Mayor,Motocicleta,Azul,IGNORADO,Colisión
680,6,Septiembre,Domingo,15,Guatemala,Urbano,Hombre,30,35-39,Mayor,Automovil,Gris,IGNORADO,Empotro
211,21,Marzo,Sábado,15,Izabal,Rural,Hombre,34,35-39,Mayor,Pick up,Verde,IGNORADO,Volco
528,2,Agosto,Domingo,15,Quetzaltenango,Rural,Mujer,88,55 y más,Mayor,Pick up,Verde,IGNORADO,Empotro
544,7,Agosto,Viernes,15,Petén,Rural,Hombre,54,45-49,Mayor,Camioneta,Verde,IGNORADO,Colisión
581,2,Agosto,Domingo,15,Quetzaltenango,Rural,Mujer,88,55 y más,Mayor,Pick up,Verde,IGNORADO,Empotro
605,2,Agosto,Domingo,15,Quetzaltenango,Rural,Mujer,88,55 y más,Mayor,Pick up,Verde,IGNORADO,Empotro
621,7,Agosto,Viernes,15,Petén,Rural,Hombre,54,45-49,Mayor,Camioneta,Verde,IGNORADO,Colisión
193,13,Marzo,Viernes,15,Santa Rosa,Rural,Hombre,24,30-34,Mayor,Automovil,Amarillo,IGNORADO,Colisión
270,12,Abril,Domingo,15,Jutiapa,Rural,Mujer,35,40-44,Mayor,Camioneta,Corinto,IGNORADO,Colisión
736,10,Octubre,Sábado,15,Quetzaltenango,Rural,Mujer,74,55 y más,Mayor,Pick up,Beige,IGNORADO,Colisión
55,26,Enero,Lunes,15,Guatemala,Rural,Hombre,36,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
120,21,Febrero,Sábado,15,Izabal,Rural,Mujer,53,45-49,Mayor,Pick up,Ignorado,IGNORADO,Colisión
687,12,Septiembre,Sábado,15,Izabal,Rural,Hombre,18,25-29,Mayor,Automovil,Ignorado,IGNORADO,Colisión
778,7,Noviembre,Sábado,15,Izabal,Rural,Hombre,50,45-49,Mayor,Ignorado,Ignorado,IGNORADO,Volco
779,7,Noviembre,Sábado,15,Izabal,Rural,Hombre,9,15-19,Menor,Ignorado,Ignorado,IGNORADO,Volco
177,8,Marzo,Domingo,16,Alta Verapaz,Rural,Hombre,12,20-24,Menor,Pick up,Azul,1971,Volco
440,22,Junio,Lunes,16,Alta Verapaz,Rural,Mujer,65,55 y más,Mayor,Pick up,Beige,1984,Volco
441,22,Junio,Lunes,16,Alta Verapaz,Rural,Mujer,18,25-29,Mayor,Pick up,Beige,1984,Volco
7,1,Enero,Jueves,16,Retalhuleu,Rural,Hombre,19,25-29,Mayor,Pick up,Rojo,1986,Volco
14,3,Enero,Sábado,16,Chiquimula,Rural,Mujer,54,45-49,Mayor,Camioneta,Azul,1989,Volco
15,3,Enero,Sábado,16,Chiquimula,Rural,Hombre,17,25-29,Menor,Camioneta,Azul,1989,Volco
310,25,Abril,Sábado,16,Baja Verapaz,Rural,Hombre,32,35-39,Mayor,Camión,Blanco,1992,Colisión
435,20,Junio,Sábado,16,Quetzaltenango,Urbano,Hombre,62,50-54,Mayor,Pick up,Ignorado,1994,Colisión
368,24,Mayo,Domingo,16,San Marcos,Rural,Hombre,21,30-34,Mayor,Microbus,Blanco,2000,Colisión
689,13,Septiembre,Domingo,16,Guatemala,Urbano,Mujer,7,15-19,Menor,Automovil,Azul,2000,Volco
763,25,Octubre,Domingo,16,El Progreso,Rural,Mujer,25,35-39,Mayor,Camioneta,Anaranjado,2004,Colisión
369,24,Mayo,Domingo,16,Petén,Rural,Hombre,26,35-39,Mayor,Camión,Rojo,IGNORADO,Volco
105,15,Febrero,Domingo,16,Zacapa,Rural,Hombre,45,45-49,Mayor,Automovil,Blanco,IGNORADO,Empotro
334,4,Mayo,Lunes,16,Petén,Rural,Hombre,41,40-44,Mayor,Pick up,Blanco,IGNORADO,Volco
162,3,Marzo,Martes,16,Escuintla,Rural,Hombre,40,40-44,Mayor,Pick up,Azul,IGNORADO,Volco
91,11,Febrero,Miércoles,16,Guatemala,Rural,Hombre,45,45-49,Mayor,Motocicleta,Negro,IGNORADO,Empotro
173,8,Marzo,Domingo,16,Escuintla,Rural,Hombre,38,40-44,Mayor,Automovil,Negro,IGNORADO,Embarranco
206,18,Marzo,Miércoles,16,Suchitepéquez,Rural,Hombre,29,35-39,Mayor,Camioneta,Negro,IGNORADO,Colisión
257,10,Abril,Viernes,16,Guatemala,Urbano,Hombre,42,40-44,Mayor,Motocicleta,Negro,IGNORADO,Colisión
321,29,Abril,Miércoles,16,Chiquimula,Rural,Hombre,54,45-49,Mayor,Pick up,Negro,IGNORADO,Empotro
329,2,Mayo,Sábado,16,El Progreso,Rural,Hombre,32,35-39,Mayor,Automovil,Negro,IGNORADO,Colisión
539,3,Agosto,Lunes,16,Chimaltenango,Rural,Mujer,5,15-19,Menor,Pick up,Negro,IGNORADO,Colisión
592,3,Agosto,Lunes,16,Chimaltenango,Rural,Mujer,5,15-19,Menor,Pick up,Negro,IGNORADO,Colisión
616,3,Agosto,Lunes,16,Chimaltenango,Rural,Mujer,5,15-19,Menor,Pick up,Negro,IGNORADO,Colisión
709,25,Septiembre,Viernes,16,Sacatepéquez,Rural,Hombre,35,40-44,Mayor,Motocicleta,Negro,IGNORADO,Colisión
874,28,Diciembre,Lunes,16,Guatemala,Urbano,Hombre,16,25-29,Menor,Motocicleta,Negro,IGNORADO,Colisión
235,31,Marzo,Martes,16,Santa Rosa,Rural,Hombre,37,40-44,Mayor,Camión,Verde,IGNORADO,Embarranco
236,31,Marzo,Martes,16,Santa Rosa,Rural,Hombre,40,40-44,Mayor,Camión,Verde,IGNORADO,Embarranco
398,6,Junio,Sábado,16,Suchitepéquez,Rural,Hombre,18,25-29,Mayor,Bus extraurbano,Verde,IGNORADO,Volco
508,28,Julio,Martes,16,Escuintla,Rural,Hombre,10,20-24,Menor,Automovil,Verde,IGNORADO,Colisión
97,13,Febrero,Viernes,16,Suchitepéquez,Rural,Hombre,19,25-29,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
167,5,Marzo,Jueves,16,Totonicapán,Rural,Hombre,24,30-34,Mayor,Pick up,Ignorado,IGNORADO,Empotro
191,13,Marzo,Viernes,16,Guatemala,Rural,Hombre,19,25-29,Mayor,Pick up,Ignorado,IGNORADO,Volco
470,6,Julio,Lunes,16,Quiché,Rural,Mujer,35,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
523,1,Agosto,Sábado,16,Guatemala,Urbano,Hombre,23,30-34,Mayor,Automovil,Ignorado,IGNORADO,Colisión
576,1,Agosto,Sábado,16,Guatemala,Urbano,Hombre,23,30-34,Mayor,Automovil,Ignorado,IGNORADO,Colisión
600,1,Agosto,Sábado,16,Guatemala,Urbano,Hombre,23,30-34,Mayor,Automovil,Ignorado,IGNORADO,Colisión
828,9,Diciembre,Miércoles,16,Chiquimula,Rural,Hombre,12,20-24,Menor,Automovil,Ignorado,IGNORADO,Colisión
845,20,Diciembre,Domingo,16,Guatemala,Rural,Hombre,27,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Embarranco
668,31,Agosto,Lunes,17,Escuintla,Urbano,Mujer,20,30-34,Mayor,Pick up,Azul,IGNORADO,Colisión
669,31,Agosto,Lunes,17,Escuintla,Urbano,Mujer,59,50-54,Mayor,Pick up,Azul,IGNORADO,Colisión
670,31,Agosto,Lunes,17,Escuintla,Urbano,Mujer,1,Menos de 15,Menor,Pick up,Azul,IGNORADO,Colisión
855,22,Diciembre,Martes,17,Quetzaltenango,Rural,Hombre,27,35-39,Mayor,Bus extraurbano,Rojo,1984,Empotro
856,22,Diciembre,Martes,17,Quetzaltenango,Rural,Hombre,54,45-49,Mayor,Bus extraurbano,Rojo,1984,Empotro
857,22,Diciembre,Martes,17,Quetzaltenango,Rural,Hombre,26,35-39,Mayor,Bus extraurbano,Rojo,1984,Empotro
858,22,Diciembre,Martes,17,Quetzaltenango,Rural,Hombre,70,55 y más,Mayor,Bus extraurbano,Rojo,1984,Empotro
859,22,Diciembre,Martes,17,Quetzaltenango,Rural,Mujer,5,15-19,Menor,Bus extraurbano,Rojo,1984,Empotro
391,4,Junio,Jueves,17,Chiquimula,Rural,Hombre,37,40-44,Mayor,Pick up,Rojo,1991,Colisión
884,31,Diciembre,Jueves,17,Escuintla,Rural,Hombre,23,30-34,Mayor,Automovil,Beige,1994,Volco
658,26,Agosto,Miércoles,17,Guatemala,Urbano,Hombre,45,45-49,Mayor,Motocicleta,Blanco,2000,Colisión
867,27,Diciembre,Domingo,17,El Progreso,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,2006,Colisión
509,28,Julio,Martes,17,Sacatepéquez,Rural,Hombre,38,40-44,Mayor,Motocicleta,Azul,2006,Colisión
27,13,Enero,Martes,17,Izabal,Rural,Hombre,23,30-34,Mayor,Motocicleta,Azul,2007,Colisión
184,9,Marzo,Lunes,17,Escuintla,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Embarranco
318,26,Abril,Domingo,17,Alta Verapaz,Rural,Mujer,61,50-54,Mayor,Pick up,Rojo,IGNORADO,Colisión
319,26,Abril,Domingo,17,Alta Verapaz,Rural,Mujer,44,40-44,Mayor,Pick up,Rojo,IGNORADO,Colisión
521,1,Agosto,Sábado,17,Sacatepéquez,Rural,Hombre,41,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
547,8,Agosto,Sábado,17,Suchitepéquez,Rural,Hombre,37,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Volco
559,15,Agosto,Sábado,17,Quiché,Rural,Hombre,30,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
574,1,Agosto,Sábado,17,Sacatepéquez,Rural,Hombre,41,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
598,1,Agosto,Sábado,17,Sacatepéquez,Rural,Hombre,41,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
624,8,Agosto,Sábado,17,Suchitepéquez,Rural,Hombre,37,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Volco
636,15,Agosto,Sábado,17,Quiché,Rural,Hombre,30,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
279,15,Abril,Miércoles,17,Sololá,Rural,Hombre,68,55 y más,Mayor,Camioneta,Blanco,IGNORADO,Volco
333,4,Mayo,Lunes,17,Escuintla,Rural,Hombre,42,40-44,Mayor,Pick up,Blanco,IGNORADO,Colisión
335,6,Mayo,Miércoles,17,Izabal,Rural,Hombre,17,25-29,Menor,Camión,Blanco,IGNORADO,Colisión
336,6,Mayo,Miércoles,17,Izabal,Rural,Hombre,50,45-49,Mayor,Camión,Blanco,IGNORADO,Colisión
545,8,Agosto,Sábado,17,Guatemala,Rural,Hombre,26,35-39,Mayor,Cabezal,Blanco,IGNORADO,Empotro
622,8,Agosto,Sábado,17,Guatemala,Rural,Hombre,26,35-39,Mayor,Cabezal,Blanco,IGNORADO,Empotro
799,25,Noviembre,Miércoles,17,Sololá,Rural,Hombre,12,20-24,Menor,Pick up,Blanco,IGNORADO,Colisión
811,4,Diciembre,Viernes,17,Quetzaltenango,Rural,Mujer,18,25-29,Mayor,Pick up,Blanco,IGNORADO,Colisión
812,4,Diciembre,Viernes,17,Quetzaltenango,Rural,Mujer,50,45-49,Mayor,Pick up,Blanco,IGNORADO,Colisión
302,21,Abril,Martes,17,Guatemala,Rural,Hombre,27,35-39,Mayor,Motocicleta,Azul,IGNORADO,Colisión
306,24,Abril,Viernes,17,Escuintla,Rural,Mujer,39,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
307,24,Abril,Viernes,17,Escuintla,Rural,Mujer,11,20-24,Menor,Automovil,Gris,IGNORADO,Colisión
571,20,Agosto,Jueves,17,Retalhuleu,Rural,Hombre,25,35-39,Mayor,Automovil,Gris,IGNORADO,Colisión
648,20,Agosto,Jueves,17,Retalhuleu,Rural,Hombre,25,35-39,Mayor,Automovil,Gris,IGNORADO,Colisión
39,17,Enero,Sábado,17,Escuintla,Rural,Hombre,29,35-39,Mayor,Motocicleta,Negro,IGNORADO,Empotro
186,9,Marzo,Lunes,17,Guatemala,Urbano,Hombre,21,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
432,20,Junio,Sábado,17,Suchitepéquez,Rural,Hombre,34,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
768,30,Octubre,Viernes,17,Guatemala,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
327,2,Mayo,Sábado,17,Escuintla,Rural,Hombre,59,50-54,Mayor,Automovil,Verde,IGNORADO,Colisión
328,2,Mayo,Sábado,17,Escuintla,Rural,Mujer,14,20-24,Menor,Automovil,Verde,IGNORADO,Colisión
359,18,Mayo,Lunes,17,Retalhuleu,Rural,Hombre,35,40-44,Mayor,Camioneta,Verde,IGNORADO,Empotro
505,26,Julio,Domingo,17,Santa Rosa,Rural,Hombre,32,35-39,Mayor,Camioneta,Verde,IGNORADO,Colisión
506,26,Julio,Domingo,17,Santa Rosa,Rural,Hombre,46,45-49,Mayor,Camioneta,Verde,IGNORADO,Colisión
200,15,Marzo,Domingo,17,Guatemala,Urbano,Hombre,28,35-39,Mayor,Automovil,Corinto,IGNORADO,Empotro
201,15,Marzo,Domingo,17,Guatemala,Urbano,Mujer,39,40-44,Mayor,Automovil,Corinto,IGNORADO,Empotro
549,10,Agosto,Lunes,17,Zacapa,Rural,Hombre,31,35-39,Mayor,Pick up,Corinto,IGNORADO,Colisión
626,10,Agosto,Lunes,17,Zacapa,Rural,Hombre,31,35-39,Mayor,Pick up,Corinto,IGNORADO,Colisión
797,24,Noviembre,Martes,17,Baja Verapaz,Rural,Hombre,38,40-44,Mayor,Pick up,Corinto,IGNORADO,Embarranco
11,2,Enero,Viernes,17,Izabal,Rural,Hombre,21,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
156,2,Marzo,Lunes,17,Suchitepéquez,Urbano,Hombre,43,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
157,2,Marzo,Lunes,17,Suchitepéquez,Urbano,Mujer,23,30-34,Mayor,Pick up,Ignorado,IGNORADO,Colisión
221,24,Marzo,Martes,17,Sacatepéquez,Rural,Hombre,19,25-29,Mayor,Ignorado,Ignorado,IGNORADO,Volco
222,24,Marzo,Martes,17,Sacatepéquez,Rural,Mujer,18,25-29,Mayor,Ignorado,Ignorado,IGNORADO,Volco
343,8,Mayo,Viernes,17,Izabal,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,IGNORADO,Colisión
344,8,Mayo,Viernes,17,Izabal,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,IGNORADO,Colisión
345,8,Mayo,Viernes,17,Izabal,Rural,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Ignorado,IGNORADO,Colisión
773,3,Noviembre,Martes,18,Totonicapán,Rural,Hombre,42,40-44,Mayor,Pick up,Rojo,1984,Volco
572,20,Agosto,Jueves,18,Sololá,Rural,Hombre,70,55 y más,Mayor,Camión,Blanco,1999,Colisión
649,20,Agosto,Jueves,18,Sololá,Rural,Hombre,70,55 y más,Mayor,Camión,Blanco,1999,Colisión
365,20,Mayo,Miércoles,18,Huehutenango,Rural,Hombre,63,50-54,Mayor,Camioneta,Gris,2004,Colisión
16,3,Enero,Sábado,18,Suchitepéquez,Rural,Hombre,40,40-44,Mayor,Motocicleta,Azul,2008,Colisión
137,26,Febrero,Jueves,18,Jalapa,Rural,Hombre,15,25-29,Menor,Automovil,Rojo,IGNORADO,Embarranco
276,14,Abril,Martes,18,Huehutenango,Rural,Hombre,34,35-39,Mayor,Pick up,Rojo,IGNORADO,Volco
331,3,Mayo,Domingo,18,Chimaltenango,Rural,Hombre,20,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
471,7,Julio,Martes,18,Chiquimula,Rural,Mujer,38,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
17,3,Enero,Sábado,18,Petén,Rural,Hombre,58,50-54,Mayor,Camioneta,Blanco,IGNORADO,Colisión
126,22,Febrero,Domingo,18,Escuintla,Rural,Hombre,24,30-34,Mayor,Automovil,Blanco,IGNORADO,Volco
158,2,Marzo,Lunes,18,Suchitepéquez,Urbano,Hombre,20,30-34,Mayor,Microbus,Blanco,IGNORADO,Colisión
436,20,Junio,Sábado,18,Huehutenango,Rural,Mujer,45,45-49,Mayor,Pick up,Blanco,IGNORADO,Colisión
786,16,Noviembre,Lunes,18,San Marcos,Rural,Mujer,28,35-39,Mayor,Automovil,Blanco,IGNORADO,Empotro
89,9,Febrero,Lunes,18,Retalhuleu,Rural,Hombre,33,35-39,Mayor,Motocicleta,Azul,IGNORADO,Empotro
450,27,Junio,Sábado,18,Guatemala,Urbano,Hombre,35,40-44,Mayor,Motocicleta,Azul,IGNORADO,Empotro
696,18,Septiembre,Viernes,18,Izabal,Rural,Hombre,39,40-44,Mayor,Automovil,Azul,IGNORADO,Colisión
739,13,Octubre,Martes,18,Chiquimula,Rural,Hombre,21,30-34,Mayor,Camión,Azul,IGNORADO,Colisión
784,11,Noviembre,Miércoles,18,Sacatepéquez,Rural,Hombre,28,35-39,Mayor,Motocicleta,Azul,IGNORADO,Colisión
788,18,Noviembre,Miércoles,18,Zacapa,Rural,Hombre,50,45-49,Mayor,Motocicleta,Azul,IGNORADO,Colisión
487,16,Julio,Jueves,18,Izabal,Rural,Hombre,37,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
681,7,Septiembre,Lunes,18,Suchitepéquez,Rural,Hombre,33,35-39,Mayor,Pick up,Gris,IGNORADO,Colisión
10,1,Enero,Jueves,18,Sacatepéquez,Rural,Hombre,26,35-39,Mayor,Automovil,Negro,IGNORADO,Colisión
415,13,Junio,Sábado,18,Retalhuleu,Urbano,Hombre,36,40-44,Mayor,Motocicleta,Negro,IGNORADO,Colisión
483,11,Julio,Sábado,18,San Marcos,Rural,Mujer,20,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
865,25,Diciembre,Viernes,18,Guatemala,Urbano,Hombre,22,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
224,26,Marzo,Jueves,18,Jutiapa,Rural,Hombre,56,50-54,Mayor,Pick up,Corinto,IGNORADO,Volco
144,28,Febrero,Sábado,18,Guatemala,Rural,Hombre,38,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
375,27,Mayo,Miércoles,18,Quiché,Rural,Hombre,8,15-19,Menor,Pick up,Ignorado,IGNORADO,Volco
474,10,Julio,Viernes,18,Petén,Rural,Hombre,59,50-54,Mayor,Cabezal,Ignorado,IGNORADO,Embarranco
537,3,Agosto,Lunes,18,Alta Verapaz,Rural,Hombre,33,35-39,Mayor,Pick up,Ignorado,IGNORADO,Colisión
590,3,Agosto,Lunes,18,Alta Verapaz,Rural,Hombre,33,35-39,Mayor,Pick up,Ignorado,IGNORADO,Colisión
614,3,Agosto,Lunes,18,Alta Verapaz,Rural,Hombre,33,35-39,Mayor,Pick up,Ignorado,IGNORADO,Colisión
770,1,Noviembre,Domingo,18,Zacapa,Rural,Hombre,20,30-34,Mayor,Ignorado,Ignorado,IGNORADO,Colisión
819,6,Diciembre,Domingo,18,Chimaltenango,Rural,Hombre,35,40-44,Mayor,Ignorado,Ignorado,IGNORADO,Volco
831,12,Diciembre,Sábado,18,Guatemala,Urbano,Hombre,26,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
810,4,Diciembre,Viernes,19,Santa Rosa,Rural,Hombre,33,35-39,Mayor,Automovil,Gris,1988,Volco
305,24,Abril,Viernes,19,Escuintla,Rural,Mujer,42,40-44,Mayor,Pick up,Gris,1991,Volco
42,18,Enero,Domingo,19,Jutiapa,Rural,Hombre,28,35-39,Mayor,Pick up,Azul,1993,Colisión
414,13,Junio,Sábado,19,Guatemala,Urbano,Hombre,40,40-44,Mayor,Bus urbano,Rojo,1994,Colisión
659,27,Agosto,Jueves,19,Zacapa,Rural,Hombre,54,45-49,Mayor,Pick up,Gris,2004,Colisión
317,26,Abril,Domingo,19,Chiquimula,Rural,Hombre,23,30-34,Mayor,Microbus,Verde,2004,Colisión
154,1,Marzo,Domingo,19,Chimaltenango,Rural,Hombre,33,35-39,Mayor,Jeep,Azul,2006,Colisión
374,26,Mayo,Martes,19,Quetzaltenango,Rural,Hombre,26,35-39,Mayor,Motocicleta,Rojo,2007,Colisión
51,25,Enero,Domingo,19,Jalapa,Rural,Hombre,28,35-39,Mayor,Microbus,Ignorado,2007,Volco
451,27,Junio,Sábado,19,Alta Verapaz,Rural,Hombre,24,30-34,Mayor,Motocicleta,Ignorado,2007,Colisión
459,1,Julio,Miércoles,19,Guatemala,Urbano,Hombre,24,30-34,Mayor,Motocicleta,Azul,2008,Empotro
314,26,Abril,Domingo,19,Chiquimula,Rural,Hombre,20,30-34,Mayor,Motocicleta,Negro,2008,Colisión
12,2,Enero,Viernes,19,Petén,Rural,Hombre,42,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
159,2,Marzo,Lunes,19,Quetzaltenango,Urbano,Hombre,22,30-34,Mayor,Pick up,Rojo,IGNORADO,Empotro
251,8,Abril,Miércoles,19,Escuintla,Rural,Hombre,25,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
325,2,Mayo,Sábado,19,Zacapa,Rural,Hombre,35,40-44,Mayor,Pick up,Rojo,IGNORADO,Colisión
690,15,Septiembre,Martes,19,Retalhuleu,Rural,Hombre,28,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
693,16,Septiembre,Miércoles,19,Retalhuleu,Rural,Hombre,26,35-39,Mayor,Pick up,Rojo,IGNORADO,Empotro
716,28,Septiembre,Lunes,19,Chimaltenango,Rural,Hombre,45,45-49,Mayor,Pick up,Rojo,IGNORADO,Colisión
729,7,Octubre,Miércoles,19,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Bus extraurbano,Rojo,IGNORADO,Colisión
119,21,Febrero,Sábado,19,San Marcos,Rural,Hombre,50,45-49,Mayor,Camión,Blanco,IGNORADO,Embarranco
322,29,Abril,Miércoles,19,El Progreso,Rural,Hombre,37,40-44,Mayor,Automovil,Blanco,IGNORADO,Colisión
107,15,Febrero,Domingo,19,Huehutenango,Rural,Hombre,47,45-49,Mayor,Motocicleta,Azul,IGNORADO,Colisión
383,31,Mayo,Domingo,19,Escuintla,Rural,Mujer,20,30-34,Mayor,Pick up,Azul,IGNORADO,Volco
519,31,Julio,Viernes,19,Izabal,Rural,Hombre,40,40-44,Mayor,Motocicleta,Azul,IGNORADO,Empotro
700,21,Septiembre,Lunes,19,Baja Verapaz,Rural,Hombre,55,50-54,Mayor,Pick up,Azul,IGNORADO,Colisión
701,21,Septiembre,Lunes,19,Baja Verapaz,Rural,Hombre,35,40-44,Mayor,Camión,Azul,IGNORADO,Colisión
837,15,Diciembre,Martes,19,Totonicapán,Rural,Hombre,25,35-39,Mayor,Bus extraurbano,Azul,IGNORADO,Volco
838,15,Diciembre,Martes,19,Totonicapán,Rural,Hombre,70,55 y más,Mayor,Bus extraurbano,Azul,IGNORADO,Volco
875,28,Diciembre,Lunes,19,Quiché,Rural,Hombre,36,40-44,Mayor,Microbus,Azul,IGNORADO,Colisión
876,28,Diciembre,Lunes,19,Quiché,Rural,Hombre,31,35-39,Mayor,Microbus,Azul,IGNORADO,Colisión
877,28,Diciembre,Lunes,19,Quiché,Rural,Hombre,36,40-44,Mayor,Microbus,Azul,IGNORADO,Colisión
878,28,Diciembre,Lunes,19,Quiché,Rural,Hombre,35,40-44,Mayor,Microbus,Azul,IGNORADO,Colisión
879,28,Diciembre,Lunes,19,Quiché,Rural,Hombre,28,35-39,Mayor,Microbus,Azul,IGNORADO,Colisión
444,24,Junio,Jueves,19,Escuintla,Rural,Hombre,54,45-49,Mayor,Pick up,Gris,IGNORADO,Colisión
466,4,Julio,Sábado,19,Jutiapa,Rural,Hombre,39,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
553,12,Agosto,Miércoles,19,Petén,Rural,Hombre,26,35-39,Mayor,Pick up,Gris,IGNORADO,Colisión
630,12,Agosto,Miércoles,19,Petén,Rural,Hombre,26,35-39,Mayor,Pick up,Gris,IGNORADO,Colisión
82,7,Febrero,Sábado,19,Escuintla,Rural,Hombre,23,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
467,4,Julio,Sábado,19,Jutiapa,Rural,Hombre,65,55 y más,Mayor,Automovil,Negro,IGNORADO,Colisión
807,3,Diciembre,Jueves,19,Jutiapa,Rural,Hombre,43,40-44,Mayor,Pick up,Negro,IGNORADO,Empotro
264,11,Abril,Sábado,19,Escuintla,Rural,Mujer,25,35-39,Mayor,Automovil,Verde,IGNORADO,Volco
