num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_fall,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
275,13,Abril,Lunes,8,El Progreso,Rural,Hombre,34,35-39,Mayor,Automovil,Ignorado,IGNORADO,Embarranco
332,3,Mayo,Domingo,8,Guatemala,Rural,Hombre,30,35-39,Mayor,Pick up,Ignorado,IGNORADO,Empotro
355,17,Mayo,Domingo,8,Quiché,Rural,Hombre,42,40-44,Mayor,Camión,Ignorado,IGNORADO,Empotro
356,17,Mayo,Domingo,8,Quiché,Rural,Mujer,6,15-19,Menor,Camión,Ignorado,IGNORADO,Empotro
357,17,Mayo,Domingo,8,Quiché,Rural,Hombre,52,45-49,Mayor,Camión,Ignorado,IGNORADO,Empotro
434,20,Junio,Sábado,8,Petén,Rural,Hombre,34,35-39,Mayor,Microbus,Ignorado,IGNORADO,Colisión
715,28,Septiembre,Lunes,9,Huehutenango,Rural,Hombre,45,45-49,Mayor,Pick up,Corinto,1984,Embarranco
272,13,Abril,Lunes,9,Jalapa,Rural,Hombre,34,35-39,Mayor,Automovil,Ignorado,1989,Embarranco
273,13,Abril,Lunes,9,Jalapa,Rural,Hombre,34,35-39,Mayor,Automovil,Ignorado,1989,Embarranco
667,30,Agosto,Domingo,9,Jalapa,Rural,Hombre,33,35-39,Mayor,Pick up,Rojo,1995,Embarranco
472,9,Julio,Jueves,9,Suchitepéquez,Rural,Hombre,61,50-54,Mayor,Motocicleta,Rojo,2007,Colisión
124,22,Febrero,Domingo,9,Quetzaltenango,Rural,Hombre,33,35-39,Mayor,Motocicleta,Azul,2007,Embarranco
185,9,Marzo,Lunes,9,Jutiapa,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Embarranco
448,27,Junio,Sábado,9,Guatemala,Urbano,Mujer,58,50-54,Mayor,Mototaxi,Rojo,IGNORADO,Embarranco
800,28,Noviembre,Sábado,9,Escuintla,Rural,Hombre,21,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
21,12,Enero,Lunes,9,Zacapa,Rural,Hombre,40,40-44,Mayor,Pick up,Blanco,IGNORADO,Colisión
178,8,Marzo,Domingo,9,Baja Verapaz,Rural,Hombre,37,40-44,Mayor,Pick up,Blanco,IGNORADO,Empotro
496,20,Julio,Lunes,9,Jutiapa,Rural,Hombre,28,35-39,Mayor,Camión,Blanco,IGNORADO,Colisión
554,13,Agosto,Jueves,9,Quiché,Rural,Mujer,55,50-54,Mayor,Pick up,Blanco,IGNORADO,Colisión
631,13,Agosto,Jueves,9,Quiché,Rural,Mujer,55,50-54,Mayor,Pick up,Blanco,IGNORADO,Colisión
389,3,Junio,Miércoles,9,Escuintla,Rural,Hombre,18,25-29,Mayor,Motocicleta,Azul,IGNORADO,Colisión
390,3,Junio,Miércoles,9,Escuintla,Rural,Hombre,18,25-29,Mayor,Motocicleta,Azul,IGNORADO,Colisión
776,6,Noviembre,Viernes,9,Sacatepéquez,Rural,Hombre,42,40-44,Mayor,Automovil,Azul,IGNORADO,Volco
408,11,Junio,Jueves,9,Santa Rosa,Rural,Hombre,32,35-39,Mayor,Motocicleta,Negro,IGNORADO,Embarranco
463,3,Julio,Viernes,9,Guatemala,Rural,Hombre,48,45-49,Mayor,Pick up,Negro,IGNORADO,Embarranco
761,25,Octubre,Domingo,9,Escuintla,Rural,Hombre,19,25-29,Mayor,Motocicleta,Negro,IGNORADO,Embarranco
835,13,Diciembre,Domingo,9,San Marcos,Rural,Hombre,55,50-54,Mayor,Pick up,Negro,IGNORADO,Colisión
354,17,Mayo,Domingo,9,Guatemala,Rural,Hombre,26,35-39,Mayor,Automovil,Verde,IGNORADO,Colisión
58,28,Enero,Miércoles,9,Guatemala,Urbano,Hombre,26,35-39,Mayor,Bus urbano,Ignorado,IGNORADO,Volco
59,28,Enero,Miércoles,9,Guatemala,Urbano,Mujer,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,IGNORADO,Volco
371,25,Mayo,Lunes,9,El Progreso,Rural,Hombre,33,35-39,Mayor,Camión,Ignorado,IGNORADO,Colisión
372,25,Mayo,Lunes,9,El Progreso,Rural,Hombre,34,35-39,Mayor,Camión,Ignorado,IGNORADO,Colisión
395,6,Junio,Sábado,9,Guatemala,Urbano,Hombre,30,35-39,Mayor,Microbus,Ignorado,IGNORADO,Empotro
396,6,Junio,Sábado,9,Guatemala,Urbano,Mujer,43,40-44,Mayor,Microbus,Ignorado,IGNORADO,Empotro
443,24,Junio,Miércoles,9,Sololá,Rural,Hombre,17,25-29,Menor,Bus extraurbano,Ignorado,IGNORADO,Colisión
704,24,Septiembre,Jueves,9,Sacatepéquez,Rural,Hombre,45,45-49,Mayor,Bus extraurbano,Ignorado,IGNORADO,Colisión
705,24,Septiembre,Jueves,9,Sacatepéquez,Rural,Hombre,30,35-39,Mayor,Bus extraurbano,Ignorado,IGNORADO,Colisión
706,24,Septiembre,Jueves,9,Sacatepéquez,Rural,Mujer,28,35-39,Mayor,Bus extraurbano,Ignorado,IGNORADO,Colisión
707,24,Septiembre,Jueves,9,Sacatepéquez,Rural,Hombre,45,45-49,Mayor,Bus extraurbano,Ignorado,IGNORADO,Colisión
569,20,Agosto,Jueves,10,Quetzaltenango,Rural,Mujer,58,50-54,Mayor,Pick up,Beige,1986,Colisión
570,20,Agosto,Jueves,10,Quetzaltenango,Rural,Mujer,50,45-49,Mayor,Pick up,Beige,1986,Colisión
646,20,Agosto,Jueves,10,Quetzaltenango,Rural,Mujer,58,50-54,Mayor,Pick up,Beige,1986,Colisión
647,20,Agosto,Jueves,10,Quetzaltenango,Rural,Mujer,50,45-49,Mayor,Pick up,Beige,1986,Colisión
32,14,Enero,Miércoles,10,Chimaltenango,Rural,Hombre,35,40-44,Mayor,Bus extraurbano,Blanco,1989,Colisión
2,1,Enero,Jueves,10,Quiché,Rural,Hombre,3,Menos de 15,Menor,Pick up,Verde,1993,Empotro
503,25,Julio,Sábado,10,Guatemala,Rural,Mujer,10,20-24,Menor,Camioneta,Verde,1994,Colisión
208,19,Marzo,Jueves,10,Huehutenango,Rural,Hombre,25,35-39,Mayor,Pick up,Corinto,1994,Colisión
168,6,Marzo,Viernes,10,Jutiapa,Rural,Hombre,27,35-39,Mayor,Pick up,Corinto,1999,Colisión
122,22,Febrero,Domingo,10,Guatemala,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Rojo,2006,Colisión
133,25,Febrero,Miércoles,10,Guatemala,Urbano,Hombre,24,30-34,Mayor,Motocicleta,Rojo,2006,Colisión
404,9,Junio,Martes,10,Quiché,Urbano,Mujer,68,55 y más,Mayor,Mototaxi,Rojo,2006,Colisión
684,8,Septiembre,Martes,10,El Progreso,Rural,Hombre,57,50-54,Mayor,Motocicleta,Rojo,2006,Colisión
115,19,Febrero,Jueves,10,Retalhuleu,Rural,Hombre,54,45-49,Mayor,Camioneta,Rojo,IGNORADO,Volco
417,14,Junio,Domingo,10,Escuintla,Rural,Hombre,32,35-39,Mayor,Cabezal,Rojo,IGNORADO,Colisión
90,10,Febrero,Martes,10,Suchitepéquez,Rural,Hombre,74,55 y más,Mayor,Pick up,Blanco,IGNORADO,Colisión
419,15,Junio,Lunes,10,El Progreso,Rural,Hombre,35,40-44,Mayor,Pick up,Blanco,IGNORADO,Colisión
420,15,Junio,Lunes,10,El Progreso,Rural,Hombre,48,45-49,Mayor,Pick up,Blanco,IGNORADO,Colisión
421,15,Junio,Lunes,10,El Progreso,Rural,Hombre,40,40-44,Mayor,Pick up,Blanco,IGNORADO,Colisión
699,20,Septiembre,Domingo,10,Guatemala,Urbano,Hombre,44,40-44,Mayor,Motocicleta,Azul,IGNORADO,Empotro
565,17,Agosto,Lunes,10,Baja Verapaz,Rural,Hombre,17,25-29,Menor,Motocicleta,Negro,IGNORADO,Empotro
642,17,Agosto,Lunes,10,Baja Verapaz,Rural,Hombre,17,25-29,Menor,Motocicleta,Negro,IGNORADO,Empotro
881,30,Diciembre,Miércoles,10,Guatemala,Urbano,Hombre,25,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
849,20,Diciembre,Domingo,10,Sololá,Rural,Hombre,26,35-39,Mayor,Automovil,Verde,IGNORADO,Colisión
439,22,Junio,Lunes,10,Zacapa,Rural,Hombre,35,40-44,Mayor,Motocicleta,Amarillo,IGNORADO,Volco
378,28,Mayo,Jueves,10,Petén,Rural,Mujer,35,40-44,Mayor,Automovil,Corinto,IGNORADO,Colisión
379,28,Mayo,Jueves,10,Petén,Rural,Hombre,36,40-44,Mayor,Motocicleta,Corinto,IGNORADO,Colisión
728,7,Octubre,Miércoles,10,Chiquimula,Rural,Hombre,66,55 y más,Mayor,Automovil,Corinto,IGNORADO,Colisión
33,15,Enero,Jueves,10,Chimaltenango,Rural,Hombre,60,50-54,Mayor,Camioneta,Café,IGNORADO,Empotro
34,15,Enero,Jueves,10,Chimaltenango,Rural,Mujer,Ignorado,Ignorado,Mayor,Camioneta,Café,IGNORADO,Empotro
300,21,Abril,Martes,10,Guatemala,Rural,Hombre,30,35-39,Mayor,Camión,Ignorado,IGNORADO,Colisión
337,7,Mayo,Jueves,10,Alta Verapaz,Rural,Hombre,49,45-49,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
447,26,Junio,Viernes,10,Suchitepéquez,Rural,Hombre,38,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
161,3,Marzo,Martes,11,Escuintla,Urbano,Hombre,22,30-34,Mayor,Motocicleta,Negro,1995,Colisión
250,7,Abril,Martes,11,Sacatepéquez,Rural,Mujer,74,55 y más,Mayor,Automovil,Blanco,1999,Empotro
791,22,Noviembre,Domingo,11,Guatemala,Rural,Hombre,19,25-29,Mayor,Automovil,Gris,2003,Embarranco
194,14,Marzo,Sábado,11,Escuintla,Rural,Hombre,51,45-49,Mayor,Motocicleta,Blanco,2006,Colisión
418,15,Junio,Lunes,11,Zacapa,Rural,Hombre,30,35-39,Mayor,Panel,Blanco,2006,Colisión
244,6,Abril,Lunes,11,Jutiapa,Rural,Hombre,53,45-49,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
245,6,Abril,Lunes,11,Jutiapa,Rural,Hombre,20,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
771,3,Noviembre,Martes,11,Guatemala,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
179,8,Marzo,Domingo,11,El Progreso,Rural,Hombre,34,35-39,Mayor,Automovil,Blanco,IGNORADO,Embarranco
180,8,Marzo,Domingo,11,El Progreso,Rural,Mujer,36,40-44,Mayor,Automovil,Blanco,IGNORADO,Embarranco
181,8,Marzo,Domingo,11,El Progreso,Rural,Mujer,5,15-19,Menor,Automovil,Blanco,IGNORADO,Embarranco
429,18,Junio,Jueves,11,Suchitepéquez,Rural,Hombre,30,35-39,Mayor,Motocicleta,Azul,IGNORADO,Colisión
825,8,Diciembre,Martes,11,Quiché,Rural,Hombre,19,25-29,Mayor,Pick up,Azul,IGNORADO,Volco
826,9,Diciembre,Miércoles,11,Jutiapa,Rural,Hombre,46,45-49,Mayor,Automovil,Gris,IGNORADO,Colisión
827,9,Diciembre,Miércoles,11,Jutiapa,Rural,Hombre,2,Menos de 15,Menor,Automovil,Gris,IGNORADO,Colisión
366,20,Mayo,Miércoles,11,Izabal,Urbano,Hombre,33,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
80,4,Febrero,Miércoles,11,Santa Rosa,Rural,Hombre,17,25-29,Menor,Tractor,Verde,IGNORADO,Volco
777,7,Noviembre,Sábado,11,Retalhuleu,Rural,Hombre,37,40-44,Mayor,Motocicleta,Verde,IGNORADO,Colisión
556,14,Agosto,Viernes,11,Huehutenango,Urbano,Mujer,22,30-34,Mayor,Motocicleta,Corinto,IGNORADO,Colisión
633,14,Agosto,Viernes,11,Huehutenango,Urbano,Mujer,22,30-34,Mayor,Motocicleta,Corinto,IGNORADO,Colisión
238,1,Abril,Miércoles,11,El Progreso,Rural,Hombre,52,45-49,Mayor,Pick up,Beige,IGNORADO,Colisión
485,13,Julio,Lunes,11,Huehutenango,Rural,Hombre,19,25-29,Mayor,Pick up,Ignorado,IGNORADO,Embarranco
694,16,Septiembre,Miércoles,12,San Marcos,Rural,Hombre,25,35-39,Mayor,Jeep,Rojo,1986,Embarranco
29,13,Enero,Martes,12,Petén,Rural,Hombre,50,45-49,Mayor,Pick up,Blanco,1992,Volco
212,22,Marzo,Domingo,12,Zacapa,Urbano,Hombre,31,35-39,Mayor,Motocicleta,Blanco,1998,Colisión
442,23,Junio,Martes,12,Sololá,Rural,Mujer,30,35-39,Mayor,Camión,Blanco,2002,Colisión
1,1,Enero,Jueves,12,Guatemala,Urbano,Hombre,32,35-39,Mayor,Automovil,Gris,2003,Colisión
67,31,Enero,Sábado,12,Escuintla,Rural,Hombre,56,50-54,Mayor,Camioneta,Negro,2004,Colisión
393,5,Junio,Viernes,12,Jutiapa,Rural,Hombre,60,50-54,Mayor,Pick up,Verde,2004,Colisión
502,23,Julio,Jueves,12,Santa Rosa,Rural,Hombre,54,45-49,Mayor,Camión,Ignorado,2005,Empotro
555,14,Agosto,Viernes,12,Zacapa,Rural,Mujer,62,50-54,Mayor,Automovil,Ignorado,2005,Colisión
632,14,Agosto,Viernes,12,Zacapa,Rural,Mujer,62,50-54,Mayor,Automovil,Ignorado,2005,Colisión
362,19,Mayo,Martes,12,Escuintla,Rural,Hombre,54,45-49,Mayor,Motocicleta,Rojo,2007,Colisión
363,19,Mayo,Martes,12,Escuintla,Rural,Hombre,23,30-34,Mayor,Motocicleta,Rojo,2007,Colisión
163,4,Marzo,Miércoles,12,Guatemala,Urbano,Hombre,44,40-44,Mayor,Microbus,Blanco,2008,Colisión
199,15,Marzo,Domingo,12,Retalhuleu,Rural,Hombre,20,30-34,Mayor,Pick up,Rojo,IGNORADO,Volco
513,30,Julio,Jueves,12,Guatemala,Urbano,Mujer,6,15-19,Menor,Bus urbano,Rojo,IGNORADO,Empotro
718,28,Septiembre,Lunes,12,Retalhuleu,Rural,Hombre,17,25-29,Menor,Motocicleta,Rojo,IGNORADO,Colisión
755,23,Octubre,Viernes,12,Sololá,Rural,Hombre,18,25-29,Mayor,Microbus,Rojo,IGNORADO,Colisión
756,23,Octubre,Viernes,12,Sololá,Rural,Mujer,16,25-29,Menor,Microbus,Rojo,IGNORADO,Colisión
757,23,Octubre,Viernes,12,Sololá,Rural,Mujer,12,20-24,Menor,Microbus,Rojo,IGNORADO,Colisión
853,21,Diciembre,Lunes,12,Alta Verapaz,Rural,Hombre,27,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
205,18,Marzo,Miércoles,12,Jutiapa,Rural,Hombre,33,35-39,Mayor,Cabezal,Blanco,IGNORADO,Colisión
282,16,Abril,Jueves,12,Quiché,Rural,Hombre,21,30-34,Mayor,Camión,Blanco,IGNORADO,Volco
504,25,Julio,Sábado,12,Petén,Rural,Hombre,57,50-54,Mayor,Pick up,Blanco,IGNORADO,Volco
151,1,Marzo,Domingo,12,Jutiapa,Rural,Hombre,20,30-34,Mayor,Motocicleta,Azul,IGNORADO,Colisión
228,28,Marzo,Sábado,12,Huehutenango,Rural,Hombre,50,45-49,Mayor,Motocicleta,Azul,IGNORADO,Embarranco
35,16,Enero,Viernes,12,Guatemala,Rural,Hombre,20,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
44,19,Enero,Domingo,12,Sololá,Rural,Hombre,58,50-54,Mayor,Mototaxi,Ignorado,IGNORADO,Volco
127,22,Febrero,Domingo,12,Santa Rosa,Rural,Mujer,62,50-54,Mayor,Camioneta,Ignorado,IGNORADO,Colisión
128,22,Febrero,Domingo,12,Santa Rosa,Rural,Mujer,62,50-54,Mayor,Camioneta,Ignorado,IGNORADO,Colisión
129,22,Febrero,Domingo,12,Santa Rosa,Rural,Hombre,1,Menos de 15,Menor,Camioneta,Ignorado,IGNORADO,Colisión
130,22,Febrero,Domingo,12,Santa Rosa,Rural,Hombre,80,55 y más,Mayor,Camioneta,Ignorado,IGNORADO,Colisión
409,11,Junio,Jueves,12,Izabal,Rural,Hombre,2,Menos de 15,Menor,Bus extraurbano,Ignorado,IGNORADO,Embarranco
560,15,Agosto,Sábado,12,Escuintla,Rural,Hombre,3,Menos de 15,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
637,15,Agosto,Sábado,12,Escuintla,Rural,Hombre,3,Menos de 15,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
497,20,Julio,Lunes,13,Huehutenango,Rural,Hombre,58,50-54,Mayor,Pick up,Gris,1985,Volco
226,28,Marzo,Sábado,13,Jutiapa,Rural,Hombre,65,55 y más,Mayor,Automovil,Verde,1987,Colisión
227,28,Marzo,Sábado,13,Jutiapa,Rural,Hombre,72,55 y más,Mayor,Automovil,Verde,1987,Colisión
818,6,Diciembre,Domingo,13,Huehutenango,Rural,Mujer,19,25-29,Mayor,Pick up,Gris,1992,Volco
338,7,Mayo,Jueves,13,Zacapa,Rural,Hombre,39,40-44,Mayor,Automovil,Turqueza,1992,Colisión
339,7,Mayo,Jueves,13,Zacapa,Rural,Mujer,75,55 y más,Mayor,Automovil,Turqueza,1992,Colisión
340,7,Mayo,Jueves,13,Zacapa,Rural,Mujer,68,55 y más,Mayor,Automovil,Turqueza,1992,Colisión
425,17,Junio,Miércoles,13,Petén,Rural,Hombre,19,25-29,Mayor,Automovil,Blanco,1995,Colisión
426,17,Junio,Miércoles,13,Petén,Rural,Hombre,16,25-29,Menor,Automovil,Blanco,1995,Colisión
427,17,Junio,Miércoles,13,Petén,Rural,Mujer,14,20-24,Menor,Automovil,Blanco,1995,Colisión
428,17,Junio,Miércoles,13,Petén,Rural,Mujer,17,25-29,Menor,Automovil,Blanco,1995,Colisión
65,30,Enero,Viernes,13,Guatemala,Rural,Hombre,41,40-44,Mayor,Automovil,Beige,2001,Colisión
651,22,Agosto,Sábado,13,Suchitepéquez,Urbano,Hombre,25,35-39,Mayor,Motocicleta,Gris,2006,Colisión
290,19,Abril,Domingo,13,Sacatepéquez,Rural,Hombre,40,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
149,1,Marzo,Domingo,13,Guatemala,Rural,Hombre,24,30-34,Mayor,Camioneta,Blanco,IGNORADO,Colisión
150,1,Marzo,Domingo,13,Guatemala,Rural,Mujer,11,20-24,Menor,Camioneta,Blanco,IGNORADO,Colisión
349,12,Mayo,Martes,13,Guatemala,Rural,Hombre,64,50-54,Mayor,Pick up,Blanco,IGNORADO,Colisión
109,16,Febrero,Lunes,13,Sacatepéquez,Rural,Hombre,32,35-39,Mayor,Pick up,Gris,IGNORADO,Colisión
209,20,Marzo,Viernes,13,Escuintla,Rural,Hombre,29,35-39,Mayor,Cabezal,Gris,IGNORADO,Volco
183,8,Marzo,Domingo,13,Escuintla,Urbano,Hombre,24,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
304,23,Abril,Jueves,13,Alta Verapaz,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
678,4,Septiembre,Viernes,13,Petén,Rural,Mujer,33,35-39,Mayor,Camioneta,Negro,IGNORADO,Empotro
719,29,Septiembre,Martes,13,San Marcos,Rural,Hombre,24,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
754,22,Octubre,Jueves,13,Suchitepéquez,Rural,Hombre,23,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
723,3,Octubre,Sábado,13,Escuintla,Rural,Hombre,31,35-39,Mayor,Pick up,Verde,IGNORADO,Volco
117,21,Febrero,Sábado,13,Quetzaltenango,Rural,Mujer,18,25-29,Mayor,Motocicleta,Amarillo,IGNORADO,Colisión
118,21,Febrero,Sábado,13,Quetzaltenango,Rural,Hombre,6,15-19,Menor,Motocicleta,Amarillo,IGNORADO,Colisión
108,16,Febrero,Lunes,13,Guatemala,Urbano,Hombre,40,40-44,Mayor,Automovil,Corinto,IGNORADO,Embarranco
370,25,Mayo,Lunes,13,Suchitepéquez,Rural,Hombre,25,35-39,Mayor,Motocicleta,Corinto,IGNORADO,Colisión
68,1,Febrero,Domingo,13,Zacapa,Rural,Hombre,28,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
203,16,Marzo,Lunes,13,Suchitepéquez,Urbano,Hombre,48,45-49,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
326,2,Mayo,Sábado,13,Escuintla,Rural,Hombre,6,15-19,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
675,2,Septiembre,Miércoles,14,Quiché,Rural,Hombre,38,40-44,Mayor,Pick up,Amarillo,1982,Volco
843,19,Diciembre,Sábado,14,Guatemala,Rural,Hombre,55,50-54,Mayor,Bus extraurbano,Blanco,1983,Embarranco
787,17,Noviembre,Martes,14,Quiché,Rural,Hombre,24,30-34,Mayor,Pick up,Blanco,1985,Embarranco
171,7,Marzo,Sábado,14,Petén,Rural,Hombre,28,35-39,Mayor,Pick up,Negro,1988,Empotro
54,25,Enero,Domingo,14,Baja Verapaz,Rural,Mujer,7,15-19,Menor,Pick up,Gris,1991,Empotro
423,17,Junio,Miércoles,14,Zacapa,Rural,Hombre,31,35-39,Mayor,Automovil,Negro,2000,Empotro
691,15,Septiembre,Martes,14,Zacapa,Rural,Hombre,78,55 y más,Mayor,Pick up,Azul,2008,Volco
278,14,Abril,Martes,14,Baja Verapaz,Rural,Hombre,72,55 y más,Mayor,Pick up,Blanco,IGNORADO,Volco
430,20,Junio,Sábado,14,Zacapa,Rural,Hombre,32,35-39,Mayor,Automovil,Blanco,IGNORADO,Volco
841,17,Diciembre,Jueves,14,Quiché,Rural,Hombre,17,25-29,Menor,Camión,Blanco,IGNORADO,Volco
360,19,Mayo,Martes,14,Chiquimula,Rural,Hombre,51,45-49,Mayor,Automovil,Azul,IGNORADO,Colisión
464,3,Julio,Viernes,14,Suchitepéquez,Rural,Mujer,35,40-44,Mayor,Automovil,Azul,IGNORADO,Empotro
465,3,Julio,Viernes,14,Suchitepéquez,Rural,Hombre,4,Menos de 15,Menor,Automovil,Azul,IGNORADO,Empotro
499,22,Julio,Miércoles,14,Chimaltenango,Rural,Mujer,56,50-54,Mayor,Pick up,Azul,IGNORADO,Volco
500,22,Julio,Miércoles,14,Chimaltenango,Rural,Mujer,45,45-49,Mayor,Pick up,Azul,IGNORADO,Volco
501,22,Julio,Miércoles,14,Chimaltenango,Rural,Mujer,82,55 y más,Mayor,Pick up,Azul,IGNORADO,Volco
216,22,Marzo,Domingo,14,Guatemala,Urbano,Hombre,25,35-39,Mayor,Automovil,Gris,IGNORADO,Empotro
289,19,Abril,Domingo,14,Quetzaltenango,Rural,Mujer,40,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
851,21,Diciembre,Lunes,14,Alta Verapaz,Rural,Mujer,65,55 y más,Mayor,Automovil,Gris,IGNORADO,Colisión
852,21,Diciembre,Lunes,14,Alta Verapaz,Rural,Mujer,9,15-19,Menor,Automovil,Gris,IGNORADO,Colisión
281,16,Abril,Jueves,14,Izabal,Rural,Mujer,30,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
342,8,Mayo,Viernes,14,Huehutenango,Urbano,Hombre,22,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
215,22,Marzo,Domingo,14,Izabal,Rural,Mujer,53,45-49,Mayor,Microbus,Verde,IGNORADO,Colisión
548,8,Agosto,Sábado,14,Sololá,Rural,Mujer,33,35-39,Mayor,Automovil,Corinto,IGNORADO,Embarranco
625,8,Agosto,Sábado,14,Sololá,Rural,Mujer,33,35-39,Mayor,Automovil,Corinto,IGNORADO,Embarranco
139,27,Febrero,Viernes,14,Guatemala,Urbano,Hombre,35,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
176,8,Marzo,Domingo,14,Huehutenango,Rural,Hombre,48,45-49,Mayor,Pick up,Ignorado,IGNORADO,Volco
311,25,Abril,Sábado,14,Quiché,Rural,Hombre,81,55 y más,Mayor,Ignorado,Ignorado,IGNORADO,Volco
462,2,Julio,Jueves,14,Petén,Rural,Hombre,73,55 y más,Mayor,Camioneta,Ignorado,IGNORADO,Volco
531,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,19,25-29,Mayor,Automovil,Ignorado,IGNORADO,Colisión
532,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
533,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,16,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
534,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
584,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,19,25-29,Mayor,Automovil,Ignorado,IGNORADO,Colisión
585,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
586,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,16,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
587,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
608,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,19,25-29,Mayor,Automovil,Ignorado,IGNORADO,Colisión
609,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
610,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,16,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
611,3,Agosto,Lunes,14,Quetzaltenango,Rural,Hombre,17,25-29,Menor,Automovil,Ignorado,IGNORADO,Colisión
750,20,Octubre,Martes,14,Sacatepéquez,Rural,Hombre,28,35-39,Mayor,Automovil,Ignorado,IGNORADO,Colisión
751,20,Octubre,Martes,14,Sacatepéquez,Rural,Mujer,45,45-49,Mayor,Automovil,Ignorado,IGNORADO,Colisión
152,1,Marzo,Domingo,15,Sacatepéquez,Rural,Hombre,21,30-34,Mayor,Pick up,Azul,1983,Colisión
153,1,Marzo,Domingo,15,Sacatepéquez,Rural,Hombre,25,35-39,Mayor,Pick up,Azul,1983,Colisión
650,21,Agosto,Viernes,15,Izabal,Rural,Hombre,55,50-54,Mayor,Automovil,Gris,1985,Colisión
213,22,Marzo,Domingo,15,Totonicapán,Rural,Hombre,28,35-39,Mayor,Pick up,Ignorado,1987,Volco
214,22,Marzo,Domingo,15,Totonicapán,Rural,Hombre,25,35-39,Mayor,Pick up,Ignorado,1987,Volco
703,23,Septiembre,Miércoles,15,Quetzaltenango,Rural,Hombre,30,35-39,Mayor,Camión,Blanco,1990,Empotro
260,11,Abril,Sábado,15,Zacapa,Rural,Hombre,21,30-34,Mayor,Automovil,Rojo,1992,Colisión
671,1,Septiembre,Martes,15,San Marcos,Rural,Mujer,47,45-49,Mayor,Pick up,Rojo,1993,Empotro
672,1,Septiembre,Martes,15,San Marcos,Rural,Mujer,23,30-34,Mayor,Pick up,Rojo,1993,Empotro
542,6,Agosto,Jueves,15,El Progreso,Rural,Hombre,31,35-39,Mayor,Bus extraurbano,Blanco,1993,Colisión
595,6,Agosto,Jueves,15,El Progreso,Rural,Hombre,31,35-39,Mayor,Bus extraurbano,Blanco,1993,Colisión
619,6,Agosto,Jueves,15,El Progreso,Rural,Hombre,31,35-39,Mayor,Bus extraurbano,Blanco,1993,Colisión
8,1,Enero,Jueves,15,Chimaltenango,Rural,Hombre,27,35-39,Mayor,Automovil,Blanco,1995,Colisión
